Alabama
  Autauga County, AL (fips:01001)
                                 Pearson, Erika (Dem)       2371
    S-TN                          Austin, Trudy (Ind)         33
                              Blackburn, Marsha (GOP)       6701
                                 Bredesen, Phil (Dem)       3046
                                   Carico, John (Ind)         12
                                     Hill, Dean (Ind)         40
                                 McCants, Kevin (Ind)         23
                               Phillips, Breton (Ind)         12
                                     Todd, Kris (Ind)         30
  White County, TN (fips:47185)
    G-TN                            Brown, Mark (Ind)          8
                                  Clark, Sherry (Ind)         18
                                Cornett, Justin (Ind)          4
                                     Dean, Karl (Dem)       2004
                               Fancher, Gabriel (Ind)          0
                                  Fleming, Sean (Ind)          2
                           Helmstetter, William (Ind)          3
                                     King, Cory (Ind)          1
                                  Koch, Matthew (Ind)          3
                                      Lee, Bill (GOP)       6372
                                McAnally, Tommy (Ind)          2
                               McDonald, Jessie (Ind)          1
                                Mitchell, Toney (Ind)          1
                                Neubert, Yvonne (Ind)          0
                                 Rapoza, Alfred (Ind)          0
                                    Riden, Chad (Ind)          3
                                Sawyers, Robert (Ind)          0
                                 Scott, Heather (Ind)          5
                                  Smith, George (Ind)          2
                             Stephenson, Jeremy (Ind)          1
                                 Tisdale, Tracy (Ind)          1
                                    Toews, Mike (Ind)          0
                                    Tyler, Rick (Ind)          2
                               Vineyard, Vinnie (Ind)          2
                                 Weidner, Jaron (Ind)          0
                              Whitlock, Patrick (Ind)          0
                                   Wilmoth, Joe (Ind)          2
                                   Wright, Mark (Ind)          3
    H-TN-06                        Barlow, Dawn (Dem)       1922
                                    Dunn, Lloyd (Ind)        135
                                     Rose, John (GOP)       5957
                                    Ross, David (Ind)         86
    S-TN                          Austin, Trudy (Ind)         59
                              Blackburn, Marsha (GOP)       5977
                                 Bredesen, Phil (Dem)       2291
                                   Carico, John (Ind)         19
                                     Hill, Dean (Ind)         41
                                 McCants, Kevin (Ind)          5
                               Phillips, Breton (Ind)          9
                                     Todd, Kris (Ind)         18
  Williamson County, TN (fips:47187)
    G-TN                            Brown, Mark (Ind)         58
                                  Clark, Sherry (Ind)         95
                                Cornett, Justin (Ind)         20
                                     Dean, Karl (Dem)      34618
                               Fancher, Gabriel (Ind)         11
                                  Fleming, Sean (Ind)         10
                           Helmstetter, William (Ind)          6
                                     King, Cory (Ind)         24
                                  Koch, Matthew (Ind)         11
                                      Lee, Bill (GOP)      68147
                                McAnally, Tommy (Ind)          5
                               McDonald, Jessie (Ind)         10
                                Mitchell, Toney (Ind)         11
                                Neubert, Yvonne (Ind)        236
                                 Rapoza, Alfred (Ind)         64
                                    Riden, Chad (Ind)        104
                                Sawyers, Robert (Ind)        117
                                 Scott, Heather (Ind)        291
                                  Smith, George (Ind)         84
                             Stephenson, Jeremy (Ind)         40
                                 Tisdale, Tracy (Ind)         79
                                    Toews, Mike (Ind)         37
                                    Tyler, Rick (Ind)         86
                               Vineyard, Vinnie (Ind)         51
                                 Weidner, Jaron (Ind)         37
                              Whitlock, Patrick (Ind)        518
                                   Wilmoth, Joe (Ind)        242
                                   Wright, Mark (Ind)        567
    H-TN-07                         Green, Mark (GOP)      66969
                                  Kanew, Justin (Dem)      34833
                                  Ladner, Lenny (Ind)        430
                                Legendre, Brent (Ind)        363
    S-TN                          Austin, Trudy (Ind)        263
                              Blackburn, Marsha (GOP)      61999
                                 Bredesen, Phil (Dem)      42578
                                   Carico, John (Ind)         82
                                     Hill, Dean (Ind)        153
                                 McCants, Kevin (Ind)         40
                               Phillips, Breton (Ind)         54
                                     Todd, Kris (Ind)        126
  Wilson County, TN (fips:47189)
    G-TN                            Brown, Mark (Ind)         46
                                  Clark, Sherry (Ind)         95
                                Cornett, Justin (Ind)         12
                                     Dean, Karl (Dem)      16955
                               Fancher, Gabriel (Ind)         13
                                  Fleming, Sean (Ind)         25
                           Helmstetter, William (Ind)         10
                                     King, Cory (Ind)         14
                                  Koch, Matthew (Ind)          9
                                      Lee, Bill (GOP)      35432
                                McAnally, Tommy (Ind)          3
                               McDonald, Jessie (Ind)          8
                                Mitchell, Toney (Ind)          5
                                Neubert, Yvonne (Ind)          9
                                 Rapoza, Alfred (Ind)          9
                                    Riden, Chad (Ind)         12
                                Sawyers, Robert (Ind)          4
                                 Scott, Heather (Ind)         51
                                  Smith, George (Ind)          9
                             Stephenson, Jeremy (Ind)          7
                                 Tisdale, Tracy (Ind)         16
                                    Toews, Mike (Ind)         42
                                    Tyler, Rick (Ind)         33
                               Vineyard, Vinnie (Ind)         25
                                 Weidner, Jaron (Ind)         10
                              Whitlock, Patrick (Ind)         27
                                   Wilmoth, Joe (Ind)         18
                                   Wright, Mark (Ind)         79
    H-TN-06                        Barlow, Dawn (Dem)      15943
                                    Dunn, Lloyd (Ind)        374
                                     Rose, John (GOP)      34703
                                    Ross, David (Ind)        628
    S-TN                          Austin, Trudy (Ind)        220
                              Blackburn, Marsha (GOP)      32756
                                 Bredesen, Phil (Dem)      19412
                                   Carico, John (Ind)         60
                                     Hill, Dean (Ind)        139
                                 McCants, Kevin (Ind)         31
                               Phillips, Breton (Ind)         56
                                     Todd, Kris (Ind)        289
Texas
  Anderson County, TX (fips:48001)
    G-TX                           Abbott, Greg (GOP)      11710
                                 Tippetts, Mark (Lib)        149
                                   Valdez, Lupe (Dem)       2849
    H-TX-05                       Gooden, Lance (GOP)      11399
                                      Wood, Dan (Dem)       3142
    S-TX                              Cruz, Ted (GOP)      11315
                                  Dikeman, Neal (Lib)         92
                                 O'Rourke, Beto (Dem)       3287
  Andrews County, TX (fips:48003)
    G-TX                           Abbott, Greg (GOP)       3400
                                 Tippetts, Mark (Lib)         38
                                   Valdez, Lupe (Dem)        687
    H-TX-11                       Conaway, Mike (GOP)       3419
                             Leeder, Jennie Lou (Dem)        656
                                   Smith, Rhett (Lib)         48
    S-TX                              Cruz, Ted (GOP)       3338
                                  Dikeman, Neal (Lib)         17
                                 O'Rourke, Beto (Dem)        776
  Angelina County, TX (fips:48005)
    G-TX                           Abbott, Greg (GOP)      19689
                                 Tippetts, Mark (Lib)        243
                                   Valdez, Lupe (Dem)       6401
    H-TX-01                      Callaway, Jeff (Lib)        320
                                 Gohmert, Louie (GOP)      19219
                              McKellar, Shirley (Dem)       6698
    S-TX                              Cruz, Ted (GOP)      19153
                                  Dikeman, Neal (Lib)        153
                                 O'Rourke, Beto (Dem)       7123
  Aransas County, TX (fips:48007)
    G-TX                           Abbott, Greg (GOP)       7044
                                 Tippetts, Mark (Lib)        106
                                   Valdez, Lupe (Dem)       1782
    H-TX-27                      Cloud, Michael (GOP)       6646
                                   Duerr, James (Ind)        157
                                  Holguin, Eric (Dem)       2005
                                  Tinus, Daniel (Lib)         62
    S-TX                              Cruz, Ted (GOP)       6648
                                  Dikeman, Neal (Lib)         55
                                 O'Rourke, Beto (Dem)       2229
  Archer County, TX (fips:48009)
    G-TX                           Abbott, Greg (GOP)       3259
                                 Tippetts, Mark (Lib)         28
                                   Valdez, Lupe (Dem)        323
    H-TX-13                     DeWeese, Calvin (Lib)         44
                                    Sagan, Greg (Dem)        310
                                Thornberry, Mac (GOP)       3249
    S-TX                              Cruz, Ted (GOP)       3208
                                  Dikeman, Neal (Lib)         18
                                 O'Rourke, Beto (Dem)        376
  Armstrong County, TX (fips:48011)
    G-TX                           Abbott, Greg (GOP)        822
                                 Tippetts, Mark (Lib)         14
                                   Valdez, Lupe (Dem)         59
    H-TX-13                     DeWeese, Calvin (Lib)         22
                                    Sagan, Greg (Dem)         57
                                Thornberry, Mac (GOP)        808
    S-TX                              Cruz, Ted (GOP)        819
                                  Dikeman, Neal (Lib)          6
                                 O'Rourke, Beto (Dem)         74
  Atascosa County, TX (fips:48013)
    G-TX                           Abbott, Greg (GOP)       8345
                                 Tippetts, Mark (Lib)        157
                                   Valdez, Lupe (Dem)       3649
    H-TX-28                      Cuellar, Henry (Dem)       7130
                                 Thomas, Arthur (Lib)       2378
    S-TX                              Cruz, Ted (GOP)       7737
                                  Dikeman, Neal (Lib)        119
                                 O'Rourke, Beto (Dem)       4325
  Austin County, TX (fips:48015)
    G-TX                           Abbott, Greg (GOP)       8988
                                 Tippetts, Mark (Lib)        123
                                   Valdez, Lupe (Dem)       1894
    H-TX-10                     McCaul, Michael (GOP)       8742
                                     Ryan, Mike (Lib)        174
                                   Siegel, Mike (Dem)       2044
    S-TX                              Cruz, Ted (GOP)       8702
                                  Dikeman, Neal (Lib)         84
                                 O'Rourke, Beto (Dem)       2237
  Bailey County, TX (fips:48017)
    G-TX                           Abbott, Greg (GOP)       1239
                                 Tippetts, Mark (Lib)         17
                                   Valdez, Lupe (Dem)        348
    H-TX-19                    Arrington, Jodey (GOP)       1234
                                Levario, Miguel (Dem)        354
    S-TX                              Cruz, Ted (GOP)       1202
                                  Dikeman, Neal (Lib)          7
                                 O'Rourke, Beto (Dem)        405
  Bandera County, TX (fips:48019)
    G-TX                           Abbott, Greg (GOP)       7866
                                 Tippetts, Mark (Lib)        120
                                   Valdez, Lupe (Dem)       1600
    H-TX-21                      Kopser, Joseph (Dem)       1896
                                      Roy, Chip (GOP)       7519
                                    Santos, Lee (Lib)        155
    S-TX                              Cruz, Ted (GOP)       7643
                                  Dikeman, Neal (Lib)         76
                                 O'Rourke, Beto (Dem)       1865
  Bastrop County, TX (fips:48021)
    G-TX                           Abbott, Greg (GOP)      16332
                                 Tippetts, Mark (Lib)        640
                                   Valdez, Lupe (Dem)      10392
    H-TX-10                     McCaul, Michael (GOP)       8445
                                     Ryan, Mike (Lib)        556
                                   Siegel, Mike (Dem)       6754
    H-TX-17                    Churchman, Peter (Lib)         11
                                   Flores, Bill (GOP)        268
                                  Kennedy, Rick (Dem)        129
    H-TX-27                      Cloud, Michael (GOP)       6288
                                   Duerr, James (Ind)        146
                                  Holguin, Eric (Dem)       4304
                                  Tinus, Daniel (Lib)        181
    S-TX                              Cruz, Ted (GOP)      15049
                                  Dikeman, Neal (Lib)        312
                                 O'Rourke, Beto (Dem)      12066
  Baylor County, TX (fips:48023)
    G-TX                           Abbott, Greg (GOP)       1090
                                 Tippetts, Mark (Lib)         15
                                   Valdez, Lupe (Dem)        129
    H-TX-13                     DeWeese, Calvin (Lib)         16
                                    Sagan, Greg (Dem)        131
                                Thornberry, Mac (GOP)       1083
    S-TX                              Cruz, Ted (GOP)       1070
                                  Dikeman, Neal (Lib)          9
                                 O'Rourke, Beto (Dem)        156
  Bee County, TX (fips:48025)
    G-TX                           Abbott, Greg (GOP)       4827
                                 Tippetts, Mark (Lib)         90
                                   Valdez, Lupe (Dem)       2259
    H-TX-34                       Gonzalez, Rey (GOP)       4183
                                  Vela, Filemon (Dem)       2860
    S-TX                              Cruz, Ted (GOP)       4341
                                  Dikeman, Neal (Lib)         64
                                 O'Rourke, Beto (Dem)       2809
  Bell County, TX (fips:48027)
    G-TX                           Abbott, Greg (GOP)      50992
                                 Tippetts, Mark (Lib)       1434
                                   Valdez, Lupe (Dem)      33612
    H-TX-25                    Lindsey, Desarae (Lib)        158
                                  Oliver, Julie (Dem)       4787
                                Williams, Roger (GOP)       1794
    H-TX-31                        Carter, John (GOP)      44912
                                    Hegar, Mary (Dem)      33047
                                    Hope, Jason (Lib)       1076
    S-TX                              Cruz, Ted (GOP)      47279
                                  Dikeman, Neal (Lib)        720
                                 O'Rourke, Beto (Dem)      38191
  Bexar County, TX (fips:48029)
    G-TX                           Abbott, Greg (GOP)     249781
                                 Tippetts, Mark (Lib)       9791
                                   Valdez, Lupe (Dem)     283755
    H-TX-20                      Blunt, Jeffrey (Lib)      32727
                                Castro, Joaquin (Dem)     138249
    H-TX-21                      Kopser, Joseph (Dem)      51784
                                      Roy, Chip (GOP)      53751
                                    Santos, Lee (Lib)       1995
    H-TX-23                     Corvalan, Ruben (Lib)       2247
                                     Hurd, Will (GOP)      54957
                              Ortiz Jones, Gina (Dem)      50159
    H-TX-28                      Cuellar, Henry (Dem)      29761
                                 Thomas, Arthur (Lib)       8543
    H-TX-35                      Doggett, Lloyd (Dem)      52549
                               Patterson, Clark (Lib)       1803
                                Smalling, David (GOP)      19461
    S-TX                              Cruz, Ted (GOP)     216428
                                  Dikeman, Neal (Lib)       4991
                                 O'Rourke, Beto (Dem)     324688
  Blanco County, TX (fips:48031)
    G-TX                           Abbott, Greg (GOP)       4327
                                 Tippetts, Mark (Lib)        115
                                   Valdez, Lupe (Dem)       1349
    H-TX-21                      Kopser, Joseph (Dem)       1511
                                      Roy, Chip (GOP)       4156
                                    Santos, Lee (Lib)         96
    S-TX                              Cruz, Ted (GOP)       4180
                                  Dikeman, Neal (Lib)         57
                                 O'Rourke, Beto (Dem)       1567
  Borden County, TX (fips:48033)
    G-TX                           Abbott, Greg (GOP)        321
                                 Tippetts, Mark (Lib)          1
                                   Valdez, Lupe (Dem)         17
    H-TX-19                    Arrington, Jodey (GOP)        325
                                Levario, Miguel (Dem)         13
    S-TX                              Cruz, Ted (GOP)        320
                                  Dikeman, Neal (Lib)          1
                                 O'Rourke, Beto (Dem)         22
  Bosque County, TX (fips:48035)
    G-TX                           Abbott, Greg (GOP)       5929
                                 Tippetts, Mark (Lib)        106
                                   Valdez, Lupe (Dem)       1095
    H-TX-25                    Lindsey, Desarae (Lib)        101
                                  Oliver, Julie (Dem)       1285
                                Williams, Roger (GOP)       5646
    S-TX                              Cruz, Ted (GOP)       5699
                                  Dikeman, Neal (Lib)         63
                                 O'Rourke, Beto (Dem)       1365
  Bowie County, TX (fips:48037)
    G-TX                           Abbott, Greg (GOP)      20625
                                 Tippetts, Mark (Lib)        281
                                   Valdez, Lupe (Dem)       7336
    H-TX-04                          Ashby, Ken (Lib)        277
                              Krantz, Catherine (Dem)       7512
                                Ratcliffe, John (GOP)      20417
    S-TX                              Cruz, Ted (GOP)      20131
                                  Dikeman, Neal (Lib)        182
                                 O'Rourke, Beto (Dem)       7960
  Brazoria County, TX (fips:48039)
    G-TX                           Abbott, Greg (GOP)      70139
                                 Tippetts, Mark (Lib)       1633
                                   Valdez, Lupe (Dem)      39395
    H-TX-14                      Bell, Adrienne (Dem)      13808
                                    Conley, Don (Lib)        704
                                   Weber, Randy (GOP)      33067
    H-TX-22                       Kulkarni, Sri (Dem)      28217
                               McElligott, John (Lib)        724
                                    Olson, Pete (GOP)      33350
                                  Sweny, Kellen (Ind)        765
    S-TX                              Cruz, Ted (GOP)      65470
                                  Dikeman, Neal (Lib)        832
                                 O'Rourke, Beto (Dem)      45068
  Brazos County, TX (fips:48041)
    G-TX                           Abbott, Greg (GOP)      39141
                                 Tippetts, Mark (Lib)       1369
                                   Valdez, Lupe (Dem)      23189
    H-TX-17                    Churchman, Peter (Lib)       1542
                                   Flores, Bill (GOP)      37808
                                  Kennedy, Rick (Dem)      24168
    S-TX                              Cruz, Ted (GOP)      35724
                                  Dikeman, Neal (Lib)        632
                                 O'Rourke, Beto (Dem)      27642
  Brewster County, TX (fips:48043)
    G-TX                           Abbott, Greg (GOP)       2022
                                 Tippetts, Mark (Lib)         96
                                   Valdez, Lupe (Dem)       1930
    H-TX-23                     Corvalan, Ruben (Lib)         92
                                     Hurd, Will (GOP)       1928
                              Ortiz Jones, Gina (Dem)       2039
    S-TX                              Cruz, Ted (GOP)       1868
                                  Dikeman, Neal (Lib)         60
                                 O'Rourke, Beto (Dem)       2144
  Briscoe County, TX (fips:48045)
    G-TX                           Abbott, Greg (GOP)        556
                                 Tippetts, Mark (Lib)          9
                                   Valdez, Lupe (Dem)         58
    H-TX-13                     DeWeese, Calvin (Lib)          7
                                    Sagan, Greg (Dem)         57
                                Thornberry, Mac (GOP)        558
    S-TX                              Cruz, Ted (GOP)        563
                                  Dikeman, Neal (Lib)          2
                                 O'Rourke, Beto (Dem)         69
  Brooks County, TX (fips:48047)
    G-TX                           Abbott, Greg (GOP)        658
                                 Tippetts, Mark (Lib)         12
                                   Valdez, Lupe (Dem)       1198
    H-TX-15                     Cristo, Anthony (Lib)         14
                              Gonzalez, Vicente (Dem)       1508
                                   Westley, Tim (GOP)        338
    S-TX                              Cruz, Ted (GOP)        543
                                  Dikeman, Neal (Lib)          4
                                 O'Rourke, Beto (Dem)       1376
  Brown County, TX (fips:48049)
    G-TX                           Abbott, Greg (GOP)      10635
                                 Tippetts, Mark (Lib)        142
                                   Valdez, Lupe (Dem)       1457
    H-TX-11                       Conaway, Mike (GOP)      10550
                             Leeder, Jennie Lou (Dem)       1447
                                   Smith, Rhett (Lib)        171
    S-TX                              Cruz, Ted (GOP)      10386
                                  Dikeman, Neal (Lib)         71
                                 O'Rourke, Beto (Dem)       1669
  Burleson County, TX (fips:48051)
    G-TX                           Abbott, Greg (GOP)       5252
                                 Tippetts, Mark (Lib)         68
                                   Valdez, Lupe (Dem)       1275
    H-TX-17                    Churchman, Peter (Lib)         70
                                   Flores, Bill (GOP)       5145
                                  Kennedy, Rick (Dem)       1349
    S-TX                              Cruz, Ted (GOP)       5077
                                  Dikeman, Neal (Lib)         45
                                 O'Rourke, Beto (Dem)       1425
  Burnet County, TX (fips:48053)
    G-TX                           Abbott, Greg (GOP)      14423
                                 Tippetts, Mark (Lib)        340
                                   Valdez, Lupe (Dem)       3692
    H-TX-25                    Lindsey, Desarae (Lib)        257
                                  Oliver, Julie (Dem)       4115
                                Williams, Roger (GOP)      13916
    S-TX                              Cruz, Ted (GOP)      13791
                                  Dikeman, Neal (Lib)        187
                                 O'Rourke, Beto (Dem)       4417
  Caldwell County, TX (fips:48055)
    G-TX                           Abbott, Greg (GOP)       6706
                                 Tippetts, Mark (Lib)        223
                                   Valdez, Lupe (Dem)       4496
    H-TX-27                      Cloud, Michael (GOP)       3733
                                   Duerr, James (Ind)         82
                                  Holguin, Eric (Dem)       2091
                                  Tinus, Daniel (Lib)         93
    H-TX-35                      Doggett, Lloyd (Dem)       3162
                               Patterson, Clark (Lib)        120
                                Smalling, David (GOP)       2051
    S-TX                              Cruz, Ted (GOP)       6131
                                  Dikeman, Neal (Lib)        106
                                 O'Rourke, Beto (Dem)       5212
  Calhoun County, TX (fips:48057)
    G-TX                           Abbott, Greg (GOP)       4409
                                 Tippetts, Mark (Lib)         82
                                   Valdez, Lupe (Dem)       1627
    H-TX-27                      Cloud, Michael (GOP)       4159
                                   Duerr, James (Ind)         51
                                  Holguin, Eric (Dem)       1767
                                  Tinus, Daniel (Lib)         42
    S-TX                              Cruz, Ted (GOP)       4198
                                  Dikeman, Neal (Lib)         47
                                 O'Rourke, Beto (Dem)       1874
  Callahan County, TX (fips:48059)
    G-TX                           Abbott, Greg (GOP)       4465
                                 Tippetts, Mark (Lib)         54
                                   Valdez, Lupe (Dem)        484
    H-TX-11                       Conaway, Mike (GOP)       4406
                             Leeder, Jennie Lou (Dem)        517
                                   Smith, Rhett (Lib)         59
    S-TX                              Cruz, Ted (GOP)       4363
                                  Dikeman, Neal (Lib)         40
                                 O'Rourke, Beto (Dem)        608
  Cameron County, TX (fips:48061)
    G-TX                           Abbott, Greg (GOP)      34334
                                 Tippetts, Mark (Lib)       1109
                                   Valdez, Lupe (Dem)      41885
    H-TX-34                       Gonzalez, Rey (GOP)      26572
                                  Vela, Filemon (Dem)      50105
    S-TX                              Cruz, Ted (GOP)      28508
                                  Dikeman, Neal (Lib)        567
                                 O'Rourke, Beto (Dem)      48656
  Camp County, TX (fips:48063)
    G-TX                           Abbott, Greg (GOP)       2816
                                 Tippetts, Mark (Lib)         41
                                   Valdez, Lupe (Dem)       1027
    H-TX-04                          Ashby, Ken (Lib)         27
                              Krantz, Catherine (Dem)       1071
                                Ratcliffe, John (GOP)       2778
    S-TX                              Cruz, Ted (GOP)       2749
                                  Dikeman, Neal (Lib)         24
                                 O'Rourke, Beto (Dem)       1117
  Carson County, TX (fips:48065)
    G-TX                           Abbott, Greg (GOP)       2202
                                 Tippetts, Mark (Lib)         36
                                   Valdez, Lupe (Dem)        207
    H-TX-13                     DeWeese, Calvin (Lib)         34
                                    Sagan, Greg (Dem)        196
                                Thornberry, Mac (GOP)       2209
    S-TX                              Cruz, Ted (GOP)       2185
                                  Dikeman, Neal (Lib)         22
                                 O'Rourke, Beto (Dem)        244
  Cass County, TX (fips:48067)
    G-TX                           Abbott, Greg (GOP)       8305
                                 Tippetts, Mark (Lib)         76
                                   Valdez, Lupe (Dem)       1880
    H-TX-04                          Ashby, Ken (Lib)         77
                              Krantz, Catherine (Dem)       1950
                                Ratcliffe, John (GOP)       8199
    S-TX                              Cruz, Ted (GOP)       8130
                                  Dikeman, Neal (Lib)         45
                                 O'Rourke, Beto (Dem)       2013
  Castro County, TX (fips:48069)
    G-TX                           Abbott, Greg (GOP)       1226
                                 Tippetts, Mark (Lib)         18
                                   Valdez, Lupe (Dem)        371
    H-TX-19                    Arrington, Jodey (GOP)       1215
                                Levario, Miguel (Dem)        381
    S-TX                              Cruz, Ted (GOP)       1219
                                  Dikeman, Neal (Lib)         10
                                 O'Rourke, Beto (Dem)        394
  Chambers County, TX (fips:48071)
    G-TX                           Abbott, Greg (GOP)      12492
                                 Tippetts, Mark (Lib)        203
                                   Valdez, Lupe (Dem)       2457
    H-TX-36                        Babin, Brian (GOP)      12321
                                  Steele, Dayna (Dem)       2783
    S-TX                              Cruz, Ted (GOP)      12134
                                  Dikeman, Neal (Lib)        109
                                 O'Rourke, Beto (Dem)       2921
  Cherokee County, TX (fips:48073)
    G-TX                           Abbott, Greg (GOP)      11933
                                 Tippetts, Mark (Lib)        153
                                   Valdez, Lupe (Dem)       2932
    H-TX-05                       Gooden, Lance (GOP)      11596
                                      Wood, Dan (Dem)       3179
    S-TX                              Cruz, Ted (GOP)      11621
                                  Dikeman, Neal (Lib)        103
                                 O'Rourke, Beto (Dem)       3200
  Childress County, TX (fips:48075)
    G-TX                           Abbott, Greg (GOP)       1545
                                 Tippetts, Mark (Lib)         13
                                   Valdez, Lupe (Dem)        204
    H-TX-13                     DeWeese, Calvin (Lib)         15
                                    Sagan, Greg (Dem)        200
                                Thornberry, Mac (GOP)       1539
    S-TX                              Cruz, Ted (GOP)       1525
                                  Dikeman, Neal (Lib)          8
                                 O'Rourke, Beto (Dem)        234
  Clay County, TX (fips:48077)
    G-TX                           Abbott, Greg (GOP)       3805
                                 Tippetts, Mark (Lib)         30
                                   Valdez, Lupe (Dem)        449
    H-TX-13                     DeWeese, Calvin (Lib)         51
                                    Sagan, Greg (Dem)        458
                                Thornberry, Mac (GOP)       3768
    S-TX                              Cruz, Ted (GOP)       3708
                                  Dikeman, Neal (Lib)         31
                                 O'Rourke, Beto (Dem)        547
  Cochran County, TX (fips:48079)
    G-TX                           Abbott, Greg (GOP)        550
                                 Tippetts, Mark (Lib)          7
                                   Valdez, Lupe (Dem)        122
    H-TX-19                    Arrington, Jodey (GOP)        553
                                Levario, Miguel (Dem)        125
    S-TX                              Cruz, Ted (GOP)        541
                                  Dikeman, Neal (Lib)          5
                                 O'Rourke, Beto (Dem)        140
  Coke County, TX (fips:48081)
    G-TX                           Abbott, Greg (GOP)       1185
                                 Tippetts, Mark (Lib)         15
                                   Valdez, Lupe (Dem)        116
    H-TX-11                       Conaway, Mike (GOP)       1181
                             Leeder, Jennie Lou (Dem)        109
                                   Smith, Rhett (Lib)         19
    S-TX                              Cruz, Ted (GOP)       1146
                                  Dikeman, Neal (Lib)         10
                                 O'Rourke, Beto (Dem)        137
  Coleman County, TX (fips:48083)
    G-TX                           Abbott, Greg (GOP)       2773
                                 Tippetts, Mark (Lib)         28
                                   Valdez, Lupe (Dem)        328
    H-TX-11                       Conaway, Mike (GOP)       2762
                             Leeder, Jennie Lou (Dem)        326
                                   Smith, Rhett (Lib)         30
    S-TX                              Cruz, Ted (GOP)       2758
                                  Dikeman, Neal (Lib)         16
                                 O'Rourke, Beto (Dem)        351
  Collin County, TX (fips:48085)
    G-TX                           Abbott, Greg (GOP)     207213
                                 Tippetts, Mark (Lib)       6431
                                   Valdez, Lupe (Dem)     138450
    H-TX-03                        Burch, Lorie (Dem)     137547
                           Claytor, Christopher (Lib)       4595
                                    Taylor, Van (GOP)     168775
    H-TX-04                          Ashby, Ken (Lib)        315
                              Krantz, Catherine (Dem)       4172
                                Ratcliffe, John (GOP)      13791
    H-TX-32                       Allred, Colin (Dem)       8456
                                  Baker, Melina (Lib)        472
                                 Sessions, Pete (GOP)      10978
    S-TX                              Cruz, Ted (GOP)     186625
                                  Dikeman, Neal (Lib)       2918
                                 O'Rourke, Beto (Dem)     164852
  Collingsworth County, TX (fips:48087)
    G-TX                           Abbott, Greg (GOP)        827
                                 Tippetts, Mark (Lib)         11
                                   Valdez, Lupe (Dem)        101
    H-TX-13                     DeWeese, Calvin (Lib)         10
                                    Sagan, Greg (Dem)         90
                                Thornberry, Mac (GOP)        832
    S-TX                              Cruz, Ted (GOP)        810
                                  Dikeman, Neal (Lib)          5
                                 O'Rourke, Beto (Dem)        113
  Colorado County, TX (fips:48089)
    G-TX                           Abbott, Greg (GOP)       3663
                                 Tippetts, Mark (Lib)         30
                                   Valdez, Lupe (Dem)        896
    H-TX-10                     McCaul, Michael (GOP)       3526
                                     Ryan, Mike (Lib)         60
                                   Siegel, Mike (Dem)        974
    S-TX                              Cruz, Ted (GOP)       3565
                                  Dikeman, Neal (Lib)         12
                                 O'Rourke, Beto (Dem)       1020
  Comal County, TX (fips:48091)
    G-TX                           Abbott, Greg (GOP)      46471
                                 Tippetts, Mark (Lib)       1012
                                   Valdez, Lupe (Dem)      14076
    H-TX-21                      Kopser, Joseph (Dem)      11797
                                      Roy, Chip (GOP)      37375
                                    Santos, Lee (Lib)        805
    H-TX-35                      Doggett, Lloyd (Dem)       4451
                               Patterson, Clark (Lib)        295
                                Smalling, David (GOP)       6381
    S-TX                              Cruz, Ted (GOP)      43918
                                  Dikeman, Neal (Lib)        586
                                 O'Rourke, Beto (Dem)      16748
  Comanche County, TX (fips:48093)
    G-TX                           Abbott, Greg (GOP)       3906
                                 Tippetts, Mark (Lib)         50
                                   Valdez, Lupe (Dem)        657
    H-TX-11                       Conaway, Mike (GOP)       3867
                             Leeder, Jennie Lou (Dem)        671
                                   Smith, Rhett (Lib)         51
    S-TX                              Cruz, Ted (GOP)       3799
                                  Dikeman, Neal (Lib)         30
                                 O'Rourke, Beto (Dem)        781
  Concho County, TX (fips:48095)
    G-TX                           Abbott, Greg (GOP)        822
                                 Tippetts, Mark (Lib)         13
                                   Valdez, Lupe (Dem)        145
    H-TX-11                       Conaway, Mike (GOP)        829
                             Leeder, Jennie Lou (Dem)        132
                                   Smith, Rhett (Lib)         10
    S-TX                              Cruz, Ted (GOP)        800
                                  Dikeman, Neal (Lib)         14
                                 O'Rourke, Beto (Dem)        163
  Cooke County, TX (fips:48097)
    G-TX                           Abbott, Greg (GOP)      12284
                                 Tippetts, Mark (Lib)        163
                                   Valdez, Lupe (Dem)       2049
    H-TX-13                     DeWeese, Calvin (Lib)        177
                                    Sagan, Greg (Dem)       2171
                                Thornberry, Mac (GOP)      11963
    S-TX                              Cruz, Ted (GOP)      11868
                                  Dikeman, Neal (Lib)        111
                                 O'Rourke, Beto (Dem)       2545
  Coryell County, TX (fips:48099)
    G-TX                           Abbott, Greg (GOP)      11272
                                 Tippetts, Mark (Lib)        256
                                   Valdez, Lupe (Dem)       4379
    H-TX-25                    Lindsey, Desarae (Lib)        266
                                  Oliver, Julie (Dem)       4843
                                Williams, Roger (GOP)      10698
    S-TX                              Cruz, Ted (GOP)      10617
                                  Dikeman, Neal (Lib)        169
                                 O'Rourke, Beto (Dem)       5052
  Cottle County, TX (fips:48101)
    G-TX                           Abbott, Greg (GOP)        478
                                 Tippetts, Mark (Lib)          3
                                   Valdez, Lupe (Dem)         88
    H-TX-13                     DeWeese, Calvin (Lib)          8
                                    Sagan, Greg (Dem)         87
                                Thornberry, Mac (GOP)        460
    S-TX                              Cruz, Ted (GOP)        458
