Alabama
  Autauga County, AL (fips:01001)
    G-KS                         Caldwell, Jeff (Lib)         62
                                   Kelly, Laura (Dem)        918
                                    Kloos, Rick (Ind)         22
                                   Kobach, Kris (GOP)       1858
                                    Orman, Greg (Ind)        107
    H-KS-02                         Davis, Paul (Dem)        762
                                Standley, Kelly (Lib)        181
                                 Watkins, Steve (GOP)       2018
  Woodson County, KS (fips:20207)
    G-KS                         Caldwell, Jeff (Lib)         26
                                   Kelly, Laura (Dem)        389
                                    Kloos, Rick (Ind)         10
                                   Kobach, Kris (GOP)        685
                                    Orman, Greg (Ind)         55
    H-KS-02                         Davis, Paul (Dem)        289
                                Standley, Kelly (Lib)         82
                                 Watkins, Steve (GOP)        793
  Wyandotte County, KS (fips:20209)
    G-KS                         Caldwell, Jeff (Lib)       1255
                                   Kelly, Laura (Dem)      27052
                                    Kloos, Rick (Ind)        287
                                   Kobach, Kris (GOP)      10279
                                    Orman, Greg (Ind)       1627
    H-KS-03                     Clemmons, Chris (Lib)       1255
                                Davids, Sharice (Dem)      27424
                                   Yoder, Kevin (GOP)      11832
Kentucky
  Adair County, KY (fips:21001)
    H-KY-01                        Comer, James (GOP)       5624
                                   Walker, Paul (Dem)       1273
  Allen County, KY (fips:21003)
                                   Comer, James (GOP)       4943
                                   Walker, Paul (Dem)       1295
  Anderson County, KY (fips:21005)
    H-KY-06                          Barr, Andy (GOP)       6864
                                Germalic, James (Ind)         21
                                  Harris, Frank (Lib)         65
                                   McGrath, Amy (Dem)       3386
                                  Wallin, Rikka (Ind)         33
  Ballard County, KY (fips:21007)
    H-KY-01                        Comer, James (GOP)       2414
                                   Walker, Paul (Dem)       1027
  Barren County, KY (fips:21009)
    H-KY-02                      Guthrie, Brett (GOP)      10812
                                Linderman, Hank (Dem)       3744
                                Loecken, Thomas (Ind)        300
  Bath County, KY (fips:21011)
    H-KY-06                          Barr, Andy (GOP)       2768
                                Germalic, James (Ind)         12
                                  Harris, Frank (Lib)         32
                                   McGrath, Amy (Dem)       1776
                                  Wallin, Rikka (Ind)         16
  Bell County, KY (fips:21013)
    H-KY-05                         Rogers, Hal (GOP)       6155
                                 Stepp, Kenneth (Dem)       1320
  Boone County, KY (fips:21015)
    H-KY-04                          Hall, Seth (Dem)      12548
                                 Massie, Thomas (GOP)      27912
                                  Moffett, Mike (Ind)       1437
  Bourbon County, KY (fips:21017)
    H-KY-06                          Barr, Andy (GOP)       4922
                                Germalic, James (Ind)         21
                                  Harris, Frank (Lib)         71
                                   McGrath, Amy (Dem)       3123
                                  Wallin, Rikka (Ind)         26
  Boyd County, KY (fips:21019)
    H-KY-04                          Hall, Seth (Dem)       4745
                                 Massie, Thomas (GOP)       6823
                                  Moffett, Mike (Ind)        326
    H-KY-05                         Rogers, Hal (GOP)       2089
                                 Stepp, Kenneth (Dem)       1042
  Boyle County, KY (fips:21021)
    H-KY-02                      Guthrie, Brett (GOP)       6479
                                Linderman, Hank (Dem)       3828
                                Loecken, Thomas (Ind)        223
  Bracken County, KY (fips:21023)
    H-KY-04                          Hall, Seth (Dem)        790
                                 Massie, Thomas (GOP)       1947
                                  Moffett, Mike (Ind)         81
  Breathitt County, KY (fips:21025)
    H-KY-05                         Rogers, Hal (GOP)       3140
                                 Stepp, Kenneth (Dem)       1367
  Breckinridge County, KY (fips:21027)
    H-KY-02                      Guthrie, Brett (GOP)       5573
                                Linderman, Hank (Dem)       1975
                                Loecken, Thomas (Ind)        149
  Bullitt County, KY (fips:21029)
                                 Guthrie, Brett (GOP)      18205
                                Linderman, Hank (Dem)       7810
                                Loecken, Thomas (Ind)        696
  Butler County, KY (fips:21031)
                                 Guthrie, Brett (GOP)       3839
                                Linderman, Hank (Dem)        749
                                Loecken, Thomas (Ind)         70
  Caldwell County, KY (fips:21033)
    H-KY-01                        Comer, James (GOP)       3476
                                   Walker, Paul (Dem)       1474
  Calloway County, KY (fips:21035)
                                   Comer, James (GOP)       7818
                                   Walker, Paul (Dem)       4809
  Campbell County, KY (fips:21037)
    H-KY-04                          Hall, Seth (Dem)      13111
                                 Massie, Thomas (GOP)      19605
                                  Moffett, Mike (Ind)       1195
  Carlisle County, KY (fips:21039)
    H-KY-01                        Comer, James (GOP)       1703
                                   Walker, Paul (Dem)        603
  Carroll County, KY (fips:21041)
    H-KY-04                          Hall, Seth (Dem)       1350
                                 Massie, Thomas (GOP)       1904
                                  Moffett, Mike (Ind)         99
  Carter County, KY (fips:21043)
    H-KY-05                         Rogers, Hal (GOP)       5621
                                 Stepp, Kenneth (Dem)       2787
  Casey County, KY (fips:21045)
    H-KY-01                        Comer, James (GOP)       4141
                                   Walker, Paul (Dem)        630
  Christian County, KY (fips:21047)
                                   Comer, James (GOP)      10261
                                   Walker, Paul (Dem)       6622
  Clark County, KY (fips:21049)
    H-KY-06                          Barr, Andy (GOP)       9119
                                Germalic, James (Ind)         25
                                  Harris, Frank (Lib)        112
                                   McGrath, Amy (Dem)       5418
                                  Wallin, Rikka (Ind)         42
  Clay County, KY (fips:21051)
    H-KY-05                         Rogers, Hal (GOP)       4175
                                 Stepp, Kenneth (Dem)        796
  Clinton County, KY (fips:21053)
    H-KY-01                        Comer, James (GOP)       3311
                                   Walker, Paul (Dem)        516
  Crittenden County, KY (fips:21055)
                                   Comer, James (GOP)       2548
                                   Walker, Paul (Dem)        808
  Cumberland County, KY (fips:21057)
                                   Comer, James (GOP)       2364
                                   Walker, Paul (Dem)        422
  Daviess County, KY (fips:21059)
    H-KY-02                      Guthrie, Brett (GOP)      21709
                                Linderman, Hank (Dem)      12611
                                Loecken, Thomas (Ind)        797
  Edmonson County, KY (fips:21061)
                                 Guthrie, Brett (GOP)       3429
                                Linderman, Hank (Dem)        911
                                Loecken, Thomas (Ind)         67
  Elliott County, KY (fips:21063)
    H-KY-05                         Rogers, Hal (GOP)        964
                                 Stepp, Kenneth (Dem)        803
  Estill County, KY (fips:21065)
    H-KY-06                          Barr, Andy (GOP)       3948
                                Germalic, James (Ind)          7
                                  Harris, Frank (Lib)         35
                                   McGrath, Amy (Dem)       1471
                                  Wallin, Rikka (Ind)         12
  Fayette County, KY (fips:21067)
                                     Barr, Andy (GOP)      47735
                                Germalic, James (Ind)        151
                                  Harris, Frank (Lib)        790
                                   McGrath, Amy (Dem)      72532
                                  Wallin, Rikka (Ind)        400
  Fleming County, KY (fips:21069)
                                     Barr, Andy (GOP)       3926
                                Germalic, James (Ind)         11
                                  Harris, Frank (Lib)         31
                                   McGrath, Amy (Dem)       1638
                                  Wallin, Rikka (Ind)         12
  Floyd County, KY (fips:21071)
    H-KY-05                         Rogers, Hal (GOP)       8763
                                 Stepp, Kenneth (Dem)       3499
  Franklin County, KY (fips:21073)
    H-KY-06                          Barr, Andy (GOP)       9860
                                Germalic, James (Ind)         61
                                  Harris, Frank (Lib)        184
                                   McGrath, Amy (Dem)      11702
                                  Wallin, Rikka (Ind)        114
  Fulton County, KY (fips:21075)
    H-KY-01                        Comer, James (GOP)       1193
                                   Walker, Paul (Dem)        696
  Gallatin County, KY (fips:21077)
    H-KY-04                          Hall, Seth (Dem)        898
                                 Massie, Thomas (GOP)       1876
                                  Moffett, Mike (Ind)        139
  Garrard County, KY (fips:21079)
    H-KY-02                      Guthrie, Brett (GOP)       4416
                                Linderman, Hank (Dem)       1258
                                Loecken, Thomas (Ind)        113
  Grant County, KY (fips:21081)
    H-KY-04                          Hall, Seth (Dem)       1816
                                 Massie, Thomas (GOP)       5205
                                  Moffett, Mike (Ind)        232
  Graves County, KY (fips:21083)
    H-KY-01                        Comer, James (GOP)       9683
                                   Walker, Paul (Dem)       3701
  Grayson County, KY (fips:21085)
    H-KY-02                      Guthrie, Brett (GOP)       6439
                                Linderman, Hank (Dem)       1713
                                Loecken, Thomas (Ind)        191
  Green County, KY (fips:21087)
                                 Guthrie, Brett (GOP)       3462
                                Linderman, Hank (Dem)        669
                                Loecken, Thomas (Ind)         67
  Greenup County, KY (fips:21089)
    H-KY-04                          Hall, Seth (Dem)       4467
                                 Massie, Thomas (GOP)       8101
                                  Moffett, Mike (Ind)        308
  Hancock County, KY (fips:21091)
    H-KY-02                      Guthrie, Brett (GOP)       2240
                                Linderman, Hank (Dem)       1282
                                Loecken, Thomas (Ind)         93
  Hardin County, KY (fips:21093)
                                 Guthrie, Brett (GOP)      20258
                                Linderman, Hank (Dem)      11887
                                Loecken, Thomas (Ind)        835
  Harlan County, KY (fips:21095)
    H-KY-05                         Rogers, Hal (GOP)       6849
                                 Stepp, Kenneth (Dem)       1395
  Harrison County, KY (fips:21097)
    H-KY-04                          Hall, Seth (Dem)       1259
                                 Massie, Thomas (GOP)       2512
                                  Moffett, Mike (Ind)         83
    H-KY-06                          Barr, Andy (GOP)       1582
                                Germalic, James (Ind)          4
                                  Harris, Frank (Lib)         30
                                   McGrath, Amy (Dem)       1001
                                  Wallin, Rikka (Ind)         14
  Hart County, KY (fips:21099)
    H-KY-02                      Guthrie, Brett (GOP)       4444
                                Linderman, Hank (Dem)       1745
                                Loecken, Thomas (Ind)        172
  Henderson County, KY (fips:21101)
    H-KY-01                        Comer, James (GOP)       8746
                                   Walker, Paul (Dem)       6247
  Henry County, KY (fips:21103)
    H-KY-04                          Hall, Seth (Dem)       2230
                                 Massie, Thomas (GOP)       3735
                                  Moffett, Mike (Ind)        200
  Hickman County, KY (fips:21105)
    H-KY-01                        Comer, James (GOP)       1235
                                   Walker, Paul (Dem)        521
  Hopkins County, KY (fips:21107)
                                   Comer, James (GOP)      11034
                                   Walker, Paul (Dem)       5055
  Jackson County, KY (fips:21109)
    H-KY-05                         Rogers, Hal (GOP)       3579
                                 Stepp, Kenneth (Dem)        372
  Jefferson County, KY (fips:21111)
    H-KY-03                      Boles, Gregory (Lib)       3788
                                Glisson, Vickie (GOP)     101929
                                  Yarmuth, John (Dem)     172999
    H-KY-04                          Hall, Seth (Dem)       4172
                                 Massie, Thomas (GOP)       7082
                                  Moffett, Mike (Ind)        102
  Jessamine County, KY (fips:21113)
    H-KY-02                      Guthrie, Brett (GOP)       4323
                                Linderman, Hank (Dem)       1529
                                Loecken, Thomas (Ind)        137
    H-KY-06                          Barr, Andy (GOP)       8876
                                Germalic, James (Ind)         32
                                  Harris, Frank (Lib)        112
                                   McGrath, Amy (Dem)       5471
                                  Wallin, Rikka (Ind)         50
  Johnson County, KY (fips:21115)
    H-KY-05                         Rogers, Hal (GOP)       6518
                                 Stepp, Kenneth (Dem)       1261
  Kenton County, KY (fips:21117)
    H-KY-04                          Hall, Seth (Dem)      20195
                                 Massie, Thomas (GOP)      30876
                                  Moffett, Mike (Ind)       2148
  Knott County, KY (fips:21119)
    H-KY-05                         Rogers, Hal (GOP)       3484
                                 Stepp, Kenneth (Dem)       1648
  Knox County, KY (fips:21121)
                                    Rogers, Hal (GOP)       7630
                                 Stepp, Kenneth (Dem)       1445
  Larue County, KY (fips:21123)
    H-KY-02                      Guthrie, Brett (GOP)       3511
                                Linderman, Hank (Dem)       1178
                                Loecken, Thomas (Ind)        104
  Laurel County, KY (fips:21125)
    H-KY-05                         Rogers, Hal (GOP)      13810
                                 Stepp, Kenneth (Dem)       2597
  Lawrence County, KY (fips:21127)
                                    Rogers, Hal (GOP)       3903
                                 Stepp, Kenneth (Dem)       1240
  Lee County, KY (fips:21129)
                                    Rogers, Hal (GOP)       1935
                                 Stepp, Kenneth (Dem)        423
  Leslie County, KY (fips:21131)
                                    Rogers, Hal (GOP)       3266
                                 Stepp, Kenneth (Dem)        376
  Letcher County, KY (fips:21133)
                                    Rogers, Hal (GOP)       5917
                                 Stepp, Kenneth (Dem)       1749
  Lewis County, KY (fips:21135)
    H-KY-04                          Hall, Seth (Dem)        516
                                 Massie, Thomas (GOP)       2620
                                  Moffett, Mike (Ind)         75
  Lincoln County, KY (fips:21137)
    H-KY-05                         Rogers, Hal (GOP)       6241
                                 Stepp, Kenneth (Dem)       1732
  Livingston County, KY (fips:21139)
    H-KY-01                        Comer, James (GOP)       2687
                                   Walker, Paul (Dem)       1136
  Logan County, KY (fips:21141)
                                   Comer, James (GOP)       5753
                                   Walker, Paul (Dem)       2893
  Lyon County, KY (fips:21143)
                                   Comer, James (GOP)       2283
                                   Walker, Paul (Dem)       1169
  Madison County, KY (fips:21151)
    H-KY-06                          Barr, Andy (GOP)      20367
                                Germalic, James (Ind)         60
                                  Harris, Frank (Lib)        259
                                   McGrath, Amy (Dem)      13523
                                  Wallin, Rikka (Ind)        102
  Magoffin County, KY (fips:21153)
    H-KY-05                         Rogers, Hal (GOP)       3859
                                 Stepp, Kenneth (Dem)       1422
  Marion County, KY (fips:21155)
    H-KY-01                        Comer, James (GOP)       3327
                                   Walker, Paul (Dem)       2750
  Marshall County, KY (fips:21157)
                                   Comer, James (GOP)       9780
                                   Walker, Paul (Dem)       4576
  Martin County, KY (fips:21159)
    H-KY-05                         Rogers, Hal (GOP)       2836
                                 Stepp, Kenneth (Dem)        401
  Mason County, KY (fips:21161)
    H-KY-04                          Hall, Seth (Dem)       1779
                                 Massie, Thomas (GOP)       3666
                                  Moffett, Mike (Ind)         91
  McCracken County, KY (fips:21145)
    H-KY-01                        Comer, James (GOP)      15638
                                   Walker, Paul (Dem)       8701
  McCreary County, KY (fips:21147)
    H-KY-05                         Rogers, Hal (GOP)       4323
                                 Stepp, Kenneth (Dem)        637
  McLean County, KY (fips:21149)
    H-KY-01                        Comer, James (GOP)       2663
                                   Walker, Paul (Dem)       1266
  Meade County, KY (fips:21163)
    H-KY-02                      Guthrie, Brett (GOP)       6589
                                Linderman, Hank (Dem)       3189
                                Loecken, Thomas (Ind)        273
  Menifee County, KY (fips:21165)
    H-KY-06                          Barr, Andy (GOP)       1800
                                Germalic, James (Ind)         13
                                  Harris, Frank (Lib)         17
                                   McGrath, Amy (Dem)        976
                                  Wallin, Rikka (Ind)         14
  Mercer County, KY (fips:21167)
    H-KY-02                      Guthrie, Brett (GOP)       6090
                                Linderman, Hank (Dem)       2413
                                Loecken, Thomas (Ind)        190
  Metcalfe County, KY (fips:21169)
    H-KY-01                        Comer, James (GOP)       3300
                                   Walker, Paul (Dem)       1017
  Monroe County, KY (fips:21171)
                                   Comer, James (GOP)       3843
                                   Walker, Paul (Dem)        386
  Montgomery County, KY (fips:21173)
    H-KY-06                          Barr, Andy (GOP)       6484
                                Germalic, James (Ind)         34
                                  Harris, Frank (Lib)         74
                                   McGrath, Amy (Dem)       3661
                                  Wallin, Rikka (Ind)         28
  Morgan County, KY (fips:21175)
    H-KY-05                         Rogers, Hal (GOP)       3077
                                 Stepp, Kenneth (Dem)       1152
  Muhlenberg County, KY (fips:21177)
    H-KY-01                        Comer, James (GOP)       6249
                                   Walker, Paul (Dem)       4739
  Nelson County, KY (fips:21179)
    H-KY-02                      Guthrie, Brett (GOP)      10150
                                Linderman, Hank (Dem)       5617
                                Loecken, Thomas (Ind)        360
  Nicholas County, KY (fips:21181)
    H-KY-06                          Barr, Andy (GOP)       1603
                                Germalic, James (Ind)          2
                                  Harris, Frank (Lib)         11
                                   McGrath, Amy (Dem)        924
                                  Wallin, Rikka (Ind)         11
  Ohio County, KY (fips:21183)
    H-KY-01                        Comer, James (GOP)       5888
                                   Walker, Paul (Dem)       2071
  Oldham County, KY (fips:21185)
    H-KY-04                          Hall, Seth (Dem)       9824
                                 Massie, Thomas (GOP)      16495
                                  Moffett, Mike (Ind)        706
  Owen County, KY (fips:21187)
                                     Hall, Seth (Dem)       1168
                                 Massie, Thomas (GOP)       2784
                                  Moffett, Mike (Ind)        132
  Owsley County, KY (fips:21189)
    H-KY-05                         Rogers, Hal (GOP)       1533
                                 Stepp, Kenneth (Dem)        288
  Pendleton County, KY (fips:21191)
    H-KY-04                          Hall, Seth (Dem)       1193
                                 Massie, Thomas (GOP)       3242
                                  Moffett, Mike (Ind)        140
  Perry County, KY (fips:21193)
    H-KY-05                         Rogers, Hal (GOP)       7248
                                 Stepp, Kenneth (Dem)       2332
  Pike County, KY (fips:21195)
                                    Rogers, Hal (GOP)      14667
                                 Stepp, Kenneth (Dem)       4328
  Powell County, KY (fips:21197)
    H-KY-06                          Barr, Andy (GOP)       3179
                                Germalic, James (Ind)         16
                                  Harris, Frank (Lib)         52
                                   McGrath, Amy (Dem)       1671
                                  Wallin, Rikka (Ind)         22
  Pulaski County, KY (fips:21199)
    H-KY-05                         Rogers, Hal (GOP)      18076
                                 Stepp, Kenneth (Dem)       3384
  Robertson County, KY (fips:21201)
    H-KY-06                          Barr, Andy (GOP)        531
                                Germalic, James (Ind)          1
                                  Harris, Frank (Lib)          4
                                   McGrath, Amy (Dem)        296
                                  Wallin, Rikka (Ind)          2
  Rockcastle County, KY (fips:21203)
    H-KY-05                         Rogers, Hal (GOP)       4688
                                 Stepp, Kenneth (Dem)        666
  Rowan County, KY (fips:21205)
                                    Rogers, Hal (GOP)       4603
                                 Stepp, Kenneth (Dem)       2837
  Russell County, KY (fips:21207)
    H-KY-01                        Comer, James (GOP)       6013
                                   Walker, Paul (Dem)       1118
  Scott County, KY (fips:21209)
    H-KY-06                          Barr, Andy (GOP)      12522
                                Germalic, James (Ind)         32
                                  Harris, Frank (Lib)        171
                                   McGrath, Amy (Dem)       9158
                                  Wallin, Rikka (Ind)         85
  Shelby County, KY (fips:21211)
    H-KY-04                          Hall, Seth (Dem)       5982
                                 Massie, Thomas (GOP)      10567
                                  Moffett, Mike (Ind)        571
  Simpson County, KY (fips:21213)
    H-KY-01                        Comer, James (GOP)       3904
                                   Walker, Paul (Dem)       2332
  Spencer County, KY (fips:21215)
    H-KY-02                      Guthrie, Brett (GOP)       1627
                                Linderman, Hank (Dem)        540
                                Loecken, Thomas (Ind)         52
    H-KY-04                          Hall, Seth (Dem)       1460
                                 Massie, Thomas (GOP)       4133
                                  Moffett, Mike (Ind)        174
  Taylor County, KY (fips:21217)
    H-KY-01                        Comer, James (GOP)       7062
                                   Walker, Paul (Dem)       2456
  Todd County, KY (fips:21219)
                                   Comer, James (GOP)       2640
                                   Walker, Paul (Dem)       1280
  Trigg County, KY (fips:21221)
                                   Comer, James (GOP)       3910
                                   Walker, Paul (Dem)       1866
  Trimble County, KY (fips:21223)
    H-KY-04                          Hall, Seth (Dem)       1030
                                 Massie, Thomas (GOP)       1858
                                  Moffett, Mike (Ind)         79
  Union County, KY (fips:21225)
    H-KY-01                        Comer, James (GOP)       3570
                                   Walker, Paul (Dem)       1964
  Warren County, KY (fips:21227)
    H-KY-02                      Guthrie, Brett (GOP)      25029
                                Linderman, Hank (Dem)      13935
                                Loecken, Thomas (Ind)        687
  Washington County, KY (fips:21229)
    H-KY-01                        Comer, James (GOP)        128
                                   Walker, Paul (Dem)         69
    H-KY-02                      Guthrie, Brett (GOP)       3076
                                Linderman, Hank (Dem)       1411
                                Loecken, Thomas (Ind)        105
  Wayne County, KY (fips:21231)
    H-KY-05                         Rogers, Hal (GOP)       5381
                                 Stepp, Kenneth (Dem)       1232
  Webster County, KY (fips:21233)
    H-KY-01                        Comer, James (GOP)       3034
                                   Walker, Paul (Dem)       1361
  Whitley County, KY (fips:21235)
    H-KY-05                         Rogers, Hal (GOP)       8029
                                 Stepp, Kenneth (Dem)       1434
  Wolfe County, KY (fips:21237)
    H-KY-06                          Barr, Andy (GOP)       1450
                                Germalic, James (Ind)          6
                                  Harris, Frank (Lib)         22
                                   McGrath, Amy (Dem)       1125
                                  Wallin, Rikka (Ind)          8
  Woodford County, KY (fips:21239)
                                     Barr, Andy (GOP)       6932
                                Germalic, James (Ind)         14
                                  Harris, Frank (Lib)         78
                                   McGrath, Amy (Dem)       5878
                                  Wallin, Rikka (Ind)         20
Louisiana
  Acadia Parish, LA (fips:22001)
    H-LA-03                       Anderson, Rob (Dem)        897
                                  Andrus, Aaron (Lib)        207
                                 Guillory, Josh (GOP)       2895
                                  Higgins, Clay (GOP)      13481
                                  Methvin, Mimi (Dem)       1743
                                   Rader, Larry (Dem)        768
                                 Thomas, Verone (Dem)        420
  Allen Parish, LA (fips:22003)
    H-LA-04                     Halverson, Mark (NPA)        197
                                  Johnson, Mike (GOP)       4268
                                  Trundle, Ryan (Dem)       1434
  Ascension Parish, LA (fips:22005)
    H-LA-02                     Batiste, Belden (Ind)        516
                               Richmond, Cedric (Dem)       4632
                            Rodriguez, Shawndra (NPA)        258
                                 Schmidt, Jesse (NPA)        770
    H-LA-06                      Dewitt, Justin (Dem)       5080
                                  Graham, Devin (Ind)        750
                                 Graves, Garret (GOP)      26932
                                  Saizan, Andie (Dem)       1962
  Assumption Parish, LA (fips:22007)
    H-LA-02                     Batiste, Belden (Ind)        212
                               Richmond, Cedric (Dem)       1573
                            Rodriguez, Shawndra (NPA)        122
                                 Schmidt, Jesse (NPA)        361
    H-LA-06                      Dewitt, Justin (Dem)        695
                                  Graham, Devin (Ind)         83
                                 Graves, Garret (GOP)       3223
                                  Saizan, Andie (Dem)        225
  Avoyelles Parish, LA (fips:22009)
    H-LA-05                      Abraham, Ralph (GOP)       7417
                                Burkette, Billy (Ind)        235
                                Fleenor, Jessee (Dem)       2815
                                   Randol, Kyle (Lib)        172
  Beauregard Parish, LA (fips:22011)
    H-LA-04                     Halverson, Mark (NPA)        218
                                  Johnson, Mike (GOP)       8181
                                  Trundle, Ryan (Dem)       1626
  Bienville Parish, LA (fips:22013)
                                Halverson, Mark (NPA)        108
                                  Johnson, Mike (GOP)       2803
                                  Trundle, Ryan (Dem)       2006
  Bossier Parish, LA (fips:22015)
                                Halverson, Mark (NPA)        584
                                  Johnson, Mike (GOP)      24755
                                  Trundle, Ryan (Dem)       8083
  Caddo Parish, LA (fips:22017)
                                Halverson, Mark (NPA)       1600
                                  Johnson, Mike (GOP)      38638
                                  Trundle, Ryan (Dem)      33952
  Calcasieu Parish, LA (fips:22019)
    H-LA-03                       Anderson, Rob (Dem)       4718
                                  Andrus, Aaron (Lib)       1086
                                 Guillory, Josh (GOP)       8699
                                  Higgins, Clay (GOP)      29504
                                  Methvin, Mimi (Dem)      10926
                                   Rader, Larry (Dem)       1326
                                 Thomas, Verone (Dem)       3488
  Caldwell Parish, LA (fips:22021)
    H-LA-05                      Abraham, Ralph (GOP)       2532
                                Burkette, Billy (Ind)         48
                                Fleenor, Jessee (Dem)        449
                                   Randol, Kyle (Lib)         16
  Cameron Parish, LA (fips:22023)
    H-LA-03                       Anderson, Rob (Dem)         56
                                  Andrus, Aaron (Lib)         20
                                 Guillory, Josh (GOP)        426
                                  Higgins, Clay (GOP)       1683
                                  Methvin, Mimi (Dem)        156
                                   Rader, Larry (Dem)         20
                                 Thomas, Verone (Dem)         22
  Catahoula Parish, LA (fips:22025)
    H-LA-05                      Abraham, Ralph (GOP)       2365
                                Burkette, Billy (Ind)         56
                                Fleenor, Jessee (Dem)        816
                                   Randol, Kyle (Lib)         32
  Claiborne Parish, LA (fips:22027)
    H-LA-04                     Halverson, Mark (NPA)         91
                                  Johnson, Mike (GOP)       2746
                                  Trundle, Ryan (Dem)       1462
  Concordia Parish, LA (fips:22029)
    H-LA-05                      Abraham, Ralph (GOP)       3812
                                Burkette, Billy (Ind)         93
                                Fleenor, Jessee (Dem)       2013
                                   Randol, Kyle (Lib)         52
  De Soto Parish, LA (fips:22031)
    H-LA-04                     Halverson, Mark (NPA)        195
                                  Johnson, Mike (GOP)       6842
                                  Trundle, Ryan (Dem)       3166
  East Baton Rouge Parish, LA (fips:22033)
    H-LA-02                     Batiste, Belden (Ind)        761
                               Richmond, Cedric (Dem)      23976
                            Rodriguez, Shawndra (NPA)        560
                                 Schmidt, Jesse (NPA)        438
    H-LA-06                      Dewitt, Justin (Dem)      34302
                                  Graham, Devin (Ind)       2252
                                 Graves, Garret (GOP)      75667
                                  Saizan, Andie (Dem)      12134
  East Carroll Parish, LA (fips:22035)
    H-LA-05                      Abraham, Ralph (GOP)       1117
                                Burkette, Billy (Ind)         65
                                Fleenor, Jessee (Dem)       1071
                                   Randol, Kyle (Lib)         38
  East Feliciana Parish, LA (fips:22037)
                                 Abraham, Ralph (GOP)       1599
                                Burkette, Billy (Ind)        102
                                Fleenor, Jessee (Dem)       1575
                                   Randol, Kyle (Lib)         65
    H-LA-06                      Dewitt, Justin (Dem)        647
                                  Graham, Devin (Ind)         71
                                 Graves, Garret (GOP)       2429
                                  Saizan, Andie (Dem)        275
  Evangeline Parish, LA (fips:22039)
    H-LA-04                     Halverson, Mark (NPA)        246
                                  Johnson, Mike (GOP)       7072
                                  Trundle, Ryan (Dem)       2537
  Franklin Parish, LA (fips:22041)
    H-LA-05                      Abraham, Ralph (GOP)       5263
                                Burkette, Billy (Ind)         85
                                Fleenor, Jessee (Dem)       1217
                                   Randol, Kyle (Lib)         34
  Grant Parish, LA (fips:22043)
                                 Abraham, Ralph (GOP)       5126
                                Burkette, Billy (Ind)        121
                                Fleenor, Jessee (Dem)        669
                                   Randol, Kyle (Lib)         80
  Iberia Parish, LA (fips:22045)
    H-LA-03                       Anderson, Rob (Dem)        765
                                  Andrus, Aaron (Lib)        129
                                 Guillory, Josh (GOP)       1913
                                  Higgins, Clay (GOP)      12333
                                  Methvin, Mimi (Dem)       3141
                                   Rader, Larry (Dem)       3010
                                 Thomas, Verone (Dem)        314
  Iberville Parish, LA (fips:22047)
    H-LA-02                     Batiste, Belden (Ind)        786
                               Richmond, Cedric (Dem)       4838
                            Rodriguez, Shawndra (NPA)        336
                                 Schmidt, Jesse (NPA)       1236
    H-LA-06                      Dewitt, Justin (Dem)        832
                                  Graham, Devin (Ind)         81
                                 Graves, Garret (GOP)       2701
                                  Saizan, Andie (Dem)        416
  Jackson Parish, LA (fips:22049)
    H-LA-05                      Abraham, Ralph (GOP)       3801
                                Burkette, Billy (Ind)        103
                                Fleenor, Jessee (Dem)       1537
                                   Randol, Kyle (Lib)         54
  Jefferson Davis Parish, LA (fips:22053)
    H-LA-03                       Anderson, Rob (Dem)        605
                                  Andrus, Aaron (Lib)        104
                                 Guillory, Josh (GOP)        839
                                  Higgins, Clay (GOP)       6156
                                  Methvin, Mimi (Dem)       1059
                                   Rader, Larry (Dem)        140
                                 Thomas, Verone (Dem)        326
  Jefferson Parish, LA (fips:22051)
    H-LA-01                      Dugas, Lee Ann (Dem)       5485
                                   Francis, Jim (Dem)       2678
                                    Jones, Ferd (Ind)        699
                                Kearney, Howard (Lib)        818
                                  Savoie, Tammy (Dem)      12972
                                 Scalise, Steve (GOP)      58636
    H-LA-02                     Batiste, Belden (Ind)       5764
                               Richmond, Cedric (Dem)      35532
                            Rodriguez, Shawndra (NPA)       2538
                                 Schmidt, Jesse (NPA)       7215
  La Salle Parish, LA (fips:22059)
    H-LA-05                      Abraham, Ralph (GOP)       4117
                                Burkette, Billy (Ind)         73
                                Fleenor, Jessee (Dem)        359
                                   Randol, Kyle (Lib)         32
  Lafayette Parish, LA (fips:22055)
    H-LA-03                       Anderson, Rob (Dem)       3735
                                  Andrus, Aaron (Lib)        956
                                 Guillory, Josh (GOP)      10904
                                  Higgins, Clay (GOP)      39722
                                  Methvin, Mimi (Dem)      18243
                                   Rader, Larry (Dem)       2154
                                 Thomas, Verone (Dem)       1601
  Lafourche Parish, LA (fips:22057)
    H-LA-01                      Dugas, Lee Ann (Dem)        437
                                   Francis, Jim (Dem)        216
                                    Jones, Ferd (Ind)        120
                                Kearney, Howard (Lib)         95
                                  Savoie, Tammy (Dem)        892
                                 Scalise, Steve (GOP)      11621
    H-LA-06                      Dewitt, Justin (Dem)       2849
                                  Graham, Devin (Ind)        379
                                 Graves, Garret (GOP)      12117
                                  Saizan, Andie (Dem)        881
  Lincoln Parish, LA (fips:22061)
    H-LA-05                      Abraham, Ralph (GOP)       8254
                                Burkette, Billy (Ind)        254
                                Fleenor, Jessee (Dem)       4458
                                   Randol, Kyle (Lib)        220
